artifact_name,transitions,image_link
Portrait of the Artist as a Hunter,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-l039artiste-chasseur.jpg?1527831377
Neapolitan Fisherboy Playing with a Turtle by the Sea,"{63: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-pecheur-napolitain-jouant-avec.jpg?1527825244
"Lettre de Biridiya, prince de Megiddo, au roi d'Egypte","{1918: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-lettre-biridiya-prince-megiddo.jpg?1527821517
Cylindres de Gudea,"{1877: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-cylindres-gudea.jpg?1527822112
DГ©crets sur l'organisation des finances publiques,"{1839: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-decrets-sur-l039organisation-des.jpg?1527816662
Erasmus,"{}{1543: Erasmus}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-erasme.jpg?1527829784
"Charte de fondation du palais de Darius Ier, en vieux-perse","{1911: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-charte-fondation-palais-darius.jpg?1527822994
Djedhor au travail dans les champs de l'au-delГ ,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-djedhor-travail-dans-les.jpg?1527818713
Etude d'Г©vangГ©liste,"{1981: {'lat': 48.8606111, 'lng': 2.337644}}{1620: Genoa}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-etude-d-evangeliste_0.jpg?1527835716
Ink-stand bearing the arms of Cardinal da Cunha,"{1966: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-ecritoire-aux-armes-cardinal.jpg?1527828538
"Code de Hammurabi, roi de Babylone","{1901 - 1902: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-code-hammurabi-roi-babylone_1.jpg?1527822074
Lettre du roi hittite au roi d'Ugarit,"{}{1250 - 1220: Ras-Shamra}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-lettre-roi-hittite-roi.jpg?1527822820
Mummy Label,"{}{the second and third century: Akhmim}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-etiquette-momie.jpg?1372988566
"Grande tablette de comptabilitГ© avec empreinte reprГ©sentant les figures mythologiques du lion et du taureau, en attitude humaine et se domptant alternativement","{1901: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-grande-tablette-comptabilite-avec.jpg?1527823042
Palette de scribe avec calames,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-palette-scribe-avec-calames.jpg?1527819036
"Tablette d'Г©colier : la ""satire des mГ©tiers""","{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-tablette-d039ecolier-quotsatire-des.jpg?1527818646
Le scribe royal et prГЄtre-lecteur en chef NebmГ©routef,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-scribe-royal-pretre-lecteur.jpg?1527818425
"Le ""scribe accroupi""","{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-quotscribe-accroupiquot.jpg?1527819102
Writing-table with stand,"{1865: {'lat': 48.8606111, 'lng': 2.337644}}{1784: Neuwied}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-table-ecrire-pupitre_1.jpg?1527826708
"""Exaleiptron"" tripode Г  figures noires","{1894: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-quotexaleiptronquot-tripode-figures-noires.jpg?1527816829
Flacon Г  fard en forme de taureau,"{2000: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-flacon-fard-forme-taureau.jpg?1527823494
Peigne,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-peigne.jpg?1527818524
Cuiller Г  fard : jeune fille nageant,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-cuiller-fard-jeune-fille.jpg?1527818361
Diana Leaving her Bath,"{1852: {'lat': 48.8606111, 'lng': 2.337644}}{1770: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-diane-sortant-bain.jpg?1527831250
"Esther Preparing Herself to Meet King Ahasuerus, also known as The Toilette of Esther","{1934: {'lat': 48.8606111, 'lng': 2.337644}}{1841: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-esther-parant-pour-etre.jpg?1527830651
Flacon Г  deux compartiments tubulaires,"{1894: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-flacon-deux-compartiments-tubulaires.jpg?1492565634
Flacons en forme d'oiseau,"{1861: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-flacons-forme-d039oiseau.jpg?1527817007
Vase portГ© par un serviteur,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-vase-porte-par-serviteur.jpg?1527818448
Pot Г  kohol : dieu BГЁs,"{4469: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-pot-kohol-dieu-bes.jpg?1527819008
Rock-crystal mirror,"{1684: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-miroir-cristal-roche.jpg?1527827711
Coiffe en rГ©sille,"{1896 - 1897: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-coiffe-resille.jpg?1527818535
"The EmpressВ’s Jewelry cabinet, called the ""Grand Ecrin""","{1964: {'lat': 48.8606111, 'lng': 2.337644}}{1809: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-serre-bijoux-l039imperatrice-dit.jpg?1527828912
"Toilet mirror with the cypher of Anne Hyde, Duchess of York, wife of King James II of England","{1982: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-miroir-toilette-chiffre-d039anne.jpg?1527828012
The Toilet of Venus,"{1685: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-toilette-venus.jpg?1527832155
"Toilet stand with the arms of the duchesse dВ’OrlГ©ans, legitimate daughter of Louis XIV and Mme de Montespan","{1948: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-bassin-toilette-aux-armes.jpg?1527828035
Document de Fondation hourrite,"{1948: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-document-fondation-hourrite.jpg?1527822382
,"{28 March 1801: {'lat': 48.8606111, 'lng': 2.337644}}{1797: Italy}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/sites/all/modules/custom/louvre_media/img/default_images/140x87.jpg
"AthГЁnes, vue de l'Acropole depuis le monument de Philopappos","{1890: {'lat': 48.8606111, 'lng': 2.337644}}{1846: the Philopappos Monument}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-athenes-vue-de-l-acropole-depuis-le-monument-de-philopappos_0.jpg?1527839517
GГ©nie bГ©nisseur,"{1852 - 1854: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-genie-benisseur.jpg?1527822227
Romulus et Remus et un homme vu de dos,"{1650: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-romulus-et-remus-et-un-homme-vu-de-dos_0.jpg?1527839047
Romulus et RГ©mus recueillis par Faustulus,"{1794: {'lat': 48.8606111, 'lng': 2.337644}}{1643: Cortone}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-romulus-remus-recueillis-par.jpg?1527821243
Romulus vainqueur d'Acron,"{1883: {'lat': 48.8606111, 'lng': 2.337644}}{1812: Acron}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-romulus-vainqueur-d-acron_1.jpg?1527840102
Le cheval de Troie,"{15 April 1867: {'lat': 48.8606111, 'lng': 2.337644}}{1810-11 and 1824: Montargis}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-le-cheval-de-troie_0.jpg?1527839772
Vue du val d'Arco dans le Tyrol mГ©ridional,"{1671: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-vue-du-val-d-arco-dans-le-tyrol-meridional_0.jpg?1527833681
Vue du chГўteau de Saint-Germain-en-Laye,"{2 June 1877: {'lat': 48.8606111, 'lng': 2.337644}}{1830: the ChГўteau de Saint-Germain-en-Laye
}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-vue-du-chateau-de-saint-germain-en-laye_1.jpg?1527839724
Taureau androcГ©phale ailГ©,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-taureau-androcephale-aile.jpg?1527822538
"Pot-pourri ""vaisseau""","{1984: {'lat': 48.8606111, 'lng': 2.337644}}{1734 - 1803: France}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-pot-pourri-vaisseau.jpg?1527817815
Attis,"{1684: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-attis.jpg?1527824721
Chapiteau d'une colonne de la salle d'audiences (Apadana)du Palais de Darius Ier,"{1885 - 1886: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-chapiteau-d039une-colonne-salle.jpg?1527823362
Coupe Г  figures noires,"{1861: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-coupe-figures-noires_2.jpg?1527816896
"CoudГ©e (rГЁgle) de MГўya, ministre des Finances du roi ToutГўnkhamon","{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-coudee-regle-maya-ministre.jpg?1527818309
Appui-tГЄte dГ©montable,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-appui-tete-demontable.jpg?1527819017
"The ""Regent"" Diamond","{1887: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-diamant-dit-quotle-regentquot.jpg?1527828413
Gnome with a snail,"{1933: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-gnome-l039escargot.jpg?1527827237
Idole aux yeux,"{1991: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-idole-aux-yeux.jpg?1527821874
DГ©pГґt de fondation du temple de Deir el-Bahari,"{1877: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-depot-fondation-temple-deir.jpg?1492567443
"Presumed Portrait of Gabrielle d'EstrГ©es and Her Sister, the Duchess of Villars","{1937: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-portrait-presume-gabrielle-d039estrees.jpg?1527830850
TГЄte de figurine fГ©minine,"{1873: {'lat': 48.8606111, 'lng': 2.337644}}{2700 - 2300: KГ}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-tete-figurine-feminine.jpg?1527816757
Casque de type illyrienExaleiptronLamelle en or,"{1917: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-casque-type-illyrienexaleiptronlamelle.jpg?1527816712
Statuette of a man,"{1958: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-statuette-personnage-masculin.jpg?1527832405
DiplГґme militaire,"{1897: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-diplome-militaire.jpg?1527817040
Models of divinatory livers,"{1935-36					                    

: {'lat': 48.8606111, 'lng': 2.337644}}{19th-18th century: BC
Palace}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-modeles-foies-divinatoires.jpg?1527832815
Mummy Label,"{}{the second and third century: Akhmim}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-etiquette-momie.jpg?1372988566
Man,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-homme.jpg?1527829563
Deux vases dits <i>sГ©ditieux</i> dissimulant dans leurs contours les profils de Louis XVI et de Marie-Antoinette,"{1996: {'lat': 48.8606111, 'lng': 2.337644}}{sГ: dГ}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-deux-vases-dits-ltigtseditieuxltigt.jpg?1527818026
"ElГ©ments de couronnesВ : fleurs, corymbes","{1850: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-elements-couronnes%C2%A0-fleurs-corymbes.jpg?1527816633
Galet perforГ© portant un serpent lovГ©,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-galet-perfore-portant-serpent.jpg?1527823219
Phyllis assise sur le dos d'Aristote qui marche Г  quatre pattes,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-phyllis-assise-sur-le-dos-d-aristote-qui-marche-quatre-pattes_0.jpg?1527839144
CarrГ©s au couple d'Aphrodite et Adonis,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-carres-couple-d039aphrodite-adonis.jpg?1527818547
The Bolt,"{1974: {'lat': 48.8606111, 'lng': 2.337644}}{1777: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-verrou.jpg?1527830598
Le cheval de Troie,"{15 April 1867: {'lat': 48.8606111, 'lng': 2.337644}}{1810-11 and 1824: Montargis}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-le-cheval-de-troie_0.jpg?1527839772
"""Unfinished"" Kudurru","{}{the 12th century: BC}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-kudurru-quotinachevequot.jpg?1527832879
"Vue d'intГ©rieur, ou Les Pantoufles","{1867 - 1932: {'lat': 48.8606111, 'lng': 2.337644}}{1678: Dordrecht}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-vue-d039interieur-les-pantoufles.jpg?1527819465
"""Seau Г  bouteille"" (wine cooler)","{1999: {'lat': 48.8606111, 'lng': 2.337644}}{1783: Seau}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-seau-bouteille.jpg?1527826727
A Table of Desserts,"{1662: {'lat': 48.8606111, 'lng': 2.337644}}{1640: Utrecht}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-fruits-riche-vaisselle-sur.jpg?1527830177
Moulin Г  cafГ©,"{2000: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-moulin-cafe.jpg?1527817932
A Hunt Breakfast,"{1990: {'lat': 48.8606111, 'lng': 2.337644}}{1737: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-dejeuner-chasse.jpg?1527831516
Interior of a Kitchen,"{4097: {'lat': 48.8606111, 'lng': 2.337644}}{1817: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-l039interieur-d039une-cuisine.jpg?1527831201
Jarre au portrait,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-jarre-portrait.jpg?1527818533
IntГ©rieur de cuisine,"{1928: {'lat': 48.8606111, 'lng': 2.337644}}{1566: Anvers}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-interieur-cuisine.jpg?1527819504
Large sideboard,"{11612: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-grand-buffet.jpg?1527828986
Family Taking Breakfast,"{1895: {'lat': 48.8606111, 'lng': 2.337644}}{1739: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-dejeuner.jpg?1527830756
Two sugar sprinklers,"{1995: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-deux-sucriers-poudre.jpg?1527826480
Rhyton (corne Г  boire) Г  protome de gazelle,"{}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-rhyton-corne-boire-protome.jpg?1527823211
La princesse NГ©fertiabet devant son repas,"{15591: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-princesse-nefertiabet-devant-son.jpg?1527819174
Still Life with Ham,"{1951: {'lat': 48.8606111, 'lng': 2.337644}}{between 1612 and 1655: Haarlem}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-nature-morte-jambon.jpg?1527830206
"NГ©cessaire offert par Louis XV Г  la reine Marie Leczinska, Г  l'occasion de la naissance du Dauphin en 1729","{1768: {'lat': 48.8606111, 'lng': 2.337644}}{1729 - 1730: NГ}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-necessaire-offert-par-louis.jpg?1492566931
Plat aux poissons,"{1958: {'lat': 48.8606111, 'lng': 2.337644}}{}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-plat-aux-poissons.jpg?1527817070
The Vegetable Market in Amsterdam,"{1783: {'lat': 48.8606111, 'lng': 2.337644}}{1667: Amsterdam}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-marche-aux-herbes-marche.jpg?1527830041
The Ray,"{}{1779: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-raie.jpg?1527830456
Tureen,"{1725-93: {'lat': 48.8606111, 'lng': 2.337644}}{1757-58: Paris}{2019-07-21 00:35:34.415801:{'lat': 48.8606111, 'lng': 2.337644}}",https://www.louvre.fr/sites/default/files/imagecache/140x87/medias/medias_images/images/louvre-terrine.jpg?1527828554
